,Sentence,Source,Side,Readability,split
2657,Both groups of depressed people improved but there was no difference between them.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.3,dev
2658,There was also no difference in anxiety scores or quality of life with metyrapone treatment.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2659,"Changes in memory, processing emotions and brain function were found in the depressed patients but no effects of metyrapone were found.",nhir_Efficaacy_and_Mechanism_Evaluation,simple,3.7,dev
2660,It appears that this particular drug does not produce benefits for such patients.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,2.7,dev
2661,Further research is needed to find a treatment that reduces the effects of cortisol and improves the outcome for depression.,nhir_Efficaacy_and_Mechanism_Evaluation,simple,4.0,dev
2662,Recent increases in emergency admission rates have caused concern.,nhir_Health_Services_and_Delivery_Research,complex,2.7,dev
2663,Some emergency admissions may be avoidable if services in the emergency and urgent care system are available and accessible.,nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2664,"A set of 14 conditions, likely to be rich in avoidable emergency admissions, was identified by expert consensus.",nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2665,We aimed to understand variation in avoidable emergency admissions between different emergency and urgent care systems in England.,nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2666,The design was a sequential mixed - methods study in three phases.,nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2667,In phase 1 we calculated an age - and sex - adjusted avoidable admission rate for 2008 - 11.,nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2668,We located routine data on characteristics of emergency and urgent care systems and used linear regression to explain variation in avoidable admissions rates in 150 systems.,nhir_Health_Services_and_Delivery_Research,complex,4.0,dev
2669,In phase 2 we undertook in - depth case studies in six systems to identify further factors.,nhir_Health_Services_and_Delivery_Research,complex,2.7,dev
2670,"A key part of these case studies was interviews with commissioners, service providers and patient representatives, totalling 82 interviews.",nhir_Health_Services_and_Delivery_Research,complex,4.0,dev
2671,In phase 3 we returned to the linear regression to test further factors identified in the case studies.,nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2672,"The 14 conditions accounted for 3, 273, 395 admissions in 2008 - 11 (22% of all emergency admissions).",nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2673,"The mean age - and sex - adjusted admission rate was 2258 per year per 100, 000 population, with a 3. 4-fold variation between systems (1268 - 4359).",nhir_Health_Services_and_Delivery_Research,complex,4.3,dev
2674,"Characteristics of the population explained the majority of variation: deprivation explained 72% of variation, with urban / rural status explaining 3% more.",nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2675,Systems serving populations with high levels of deprivation and in urban areas had high rates of potentially avoidable admissions.,nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2676,"Interviewees described the complexity of deprivation, representing high levels of morbidity, low awareness of alternative services to emergency departments and high expressed need for immediate access to urgent care.",nhir_Health_Services_and_Delivery_Research,complex,4.0,dev
2677,"Factors related to emergency departments (EDs), hospitals, emergency ambulance services and general practice explained a further 10% of variation in avoidable admissions.",nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2678,"Systems with high, potentially avoidable, admission rates had high rates of acute beds (suggesting supply - induced demand), high rates of attendance at EDs (which have been associated with poor perceived access to general practice), high rates of conversion from ED attendances to admissions, and low rates of non-transport to emergency departments by emergency ambulances.",nhir_Health_Services_and_Delivery_Research,complex,5.7,dev
2679,"The six case studies revealed further possible explanations of variation: there was variation in how hospitals coded admissions; some systems focused proactively on admission avoidance whereas others were more interested in hospital discharge, for example use of multidisciplinary teams based at acute trusts; there were different levels of integration between different services such as health and social care, and acute and community trusts; and some systems faced more challenging problems around geographical boundaries operating for different services in the system.",nhir_Health_Services_and_Delivery_Research,complex,6.0,dev
2680,Interviewees often described admission as the easy or safe option.,nhir_Health_Services_and_Delivery_Research,complex,3.0,dev
2681,Deprivation explained most of the variation in avoidable admission rates.,nhir_Health_Services_and_Delivery_Research,complex,3.3,dev
2682,"Research is needed to understand the complex relationship between deprivation and avoidable admission, and to develop interventions tailored to avoid admissions from deprived communities.",nhir_Health_Services_and_Delivery_Research,complex,3.7,dev
2683,Standardisation of coding of admissions would reduce variation.,nhir_Health_Services_and_Delivery_Research,complex,3.0,dev
2684,Some emergency admissions to a hospital bed may be avoided if all services offering emergency and urgent care services work well.,nhir_Health_Services_and_Delivery_Research,simple,3.7,dev
2685,"For example, an older person who falls may be looked after by community services in their own home.",nhir_Health_Services_and_Delivery_Research,simple,3.0,dev
2686,"We calculated a rate of' avoidable admissions' for 150 areas in England, taking into account that some areas have more elderly people than others.",nhir_Health_Services_and_Delivery_Research,simple,3.3,dev
2687,"We got data about the population and range of services in the 150 areas that might help people with health problems; for example ambulance services, accident and emergency departments, general practitioners (GPs), GP out - of - hours services, walk - in centres, community services (district nurses) and social services.",nhir_Health_Services_and_Delivery_Research,simple,5.0,dev
2688,We chose six of these areas and interviewed 82 managers and clinicians in them about what they did and did not do to avoid admitting people.,nhir_Health_Services_and_Delivery_Research,simple,3.3,dev
2689,In some areas the rate of avoidable admissions was three times higher than others.,nhir_Health_Services_and_Delivery_Research,simple,3.3,dev
2690,Areas with high rates had high levels of deprivation.,nhir_Health_Services_and_Delivery_Research,simple,3.0,dev
2691,Many services contributed to the variation.,nhir_Health_Services_and_Delivery_Research,simple,2.7,dev
2692,"For example, some emergency departments turned more attendances into admissions than others, and some ambulance services treated more people at home than other ambulance services.",nhir_Health_Services_and_Delivery_Research,simple,4.0,dev
2693,"The people we interviewed described different practices for coding admissions, different levels of integration between health and social services in their areas, and how admissions were the easy or safe option.",nhir_Health_Services_and_Delivery_Research,simple,3.7,dev
2694,Interventions are needed which are tailored to avoid admissions from deprived communities.,nhir_Health_Services_and_Delivery_Research,simple,3.3,dev
2695,Having standard coding practices would help to reduce variation.,nhir_Health_Services_and_Delivery_Research,simple,3.0,dev
2696,Unnecessary prescribing of antibiotics in primary care is contributing to the emergence of antimicrobial drug resistance.,nhir_Health_Technology_Assessment,complex,3.7,dev
2697,"To develop and evaluate a multicomponent intervention for antimicrobial stewardship in primary care, and to evaluate the safety of reducing antibiotic prescribing for self - limiting respiratory infections (RTIs).",nhir_Health_Technology_Assessment,complex,4.7,dev
